id,From,To,Voltage,Reactance,Resistance,Circuits,ThermalLimit
l698_2,n3316,n4500,220,24.45916731,4.875581523,2,1.29
l699_2,n4500,n4511,220,16.61215235,3.311392495,2,1.29
l561_2,n4513,n4522,220,8.026087571,1.599884566,2,1.29
l702_2,n4520,n4523,220,5.994249816,1.194867073,2,1.29
l703_2,n4520,n4526,220,5.046582106,1.005963211,2,1.29
l704_2,n4524,n4530,220,7.843338109,1.563456101,2,1.29
l6693_2,n4505,n4531,220,4.972169359,0.991130105,2,1.29
l912_2,n4532,n4533,220,10.98727726,2.190154936,2,1.29
l11390_2,n4535,n4541,220,11.47150896,2.286679527,2,1.29
l939_2,n4538,n4560,220,7.427915471,1.480647602,2,1.29
l572_2,n4505,n4577,220,3.549575903,0.707556658,2,1.29
l721_2,n4594,n4595,220,6.881294938,1.371686699,2,1.29
l929_2,n4598,n4599,220,2.87742045,0.573572183,2,1.29
l926_2,n4600,n4601,220,5.943152799,1.184681621,2,1.29
l936_2,n4611,n4614,220,15.85394046,3.160253912,2,1.29
l930_2,n4612,n4614,220,4.810843638,0.958972154,2,1.29
l649_2,n4605,n4617,220,13.63038643,2.717020552,2,1.29
l674_2,n4584,n4638,220,7.542088066,1.503406259,2,1.29
l673_2,n4640,n4642,220,7.324796697,1.460092365,2,1.29
l892_2,n4648,n4650,220,7.0310516,1.401538525,2,1.29
l672_2,n4629,n4652,220,9.407735214,1.875296056,2,1.29
l823_2,n4650,n4654,220,4.936439384,0.984007851,2,1.29
l6954_2,n4622,n4654,220,3.146244973,0.627158466,2,1.29
l6952_2,n4650,n4659,220,5.477406685,1.091841864,2,1.29
l6953_2,n4656,n4659,220,4.285018237,0.854156459,2,1.29
l675_2,n4642,n4662,220,7.705063692,1.535893095,2,1.29
l677_2,n4661,n4668,220,3.584858999,0.714589834,2,1.29
l830_2,n4668,n4670,220,2.369333755,0.472292443,2,1.29
l679_2,n4672,n4676,220,4.574728988,0.911906111,2,1.29
l553_2,n4656,n4680,220,17.60723512,3.509747864,2,1.29
l678_2,n4670,n4686,220,6.722621313,1.340057405,2,1.29
l562_2,n4686,n4688,220,4.828451334,0.962481993,2,1.29
l676_2,n4648,n4688,220,12.96064415,2.583517107,2,1.29
l694_2,n4678,n4688,220,11.9541574,2.382888518,2,1.29
l6937_2,n4686,n4689,220,3.195082827,0.636893587,2,1.29
l708_2,n4689,n4691,220,3.335355302,0.664854878,2,1.29
l11368_2,n4644,n4692,220,8.102287016,1.615073824,2,1.29
l651_2,n4644,n4698,220,9.269695835,1.847779901,2,1.29
l563_2,n4700,n4704,220,4.884003259,0.973555467,2,1.29
l656_2,n4702,n4706,220,7.418046012,1.478680268,2,1.29
l555_2,n3466,n4709,220,10.72214892,2.137305432,2,1.29
l937_2,n4618,n4717,220,4.395399738,0.876159416,2,1.29
l692_2,n4709,n4719,220,3.7220148,0.74192986,2,1.29
l831_2,n4719,n4720,220,1.937270676,0.386166912,2,1.29
l696_2,n4717,n4724,220,6.112157648,1.218370295,2,1.29
l953_2,n4717,n4724,220,6.319493727,1.259699746,2,1.29
l859_2,n4724,n4732,220,15.52201783,3.094089932,2,1.29
l564_2,n4589,n4749,220,8.143189198,1.623227083,2,1.29
l709_2,n4589,n4752,220,6.338729658,1.263534151,2,1.29
l566_2,n4761,n4762,220,5.635503046,1.123356089,2,1.29
l686_2,n4742,n4762,220,8.126750251,1.619950216,2,1.29
l701_2,n4517,n4767,220,20.10167277,4.006977961,2,1.29
l720_2,n4524,n4767,220,38.89383225,7.752923371,2,1.29
l657_2,n4594,n4768,220,9.104198016,1.814790302,2,1.29
l6482_2,n4594,n4768,220,11.09363798,2.211356408,2,1.29
l536_2,n4590,n4769,220,22.22076603,4.429388577,2,1.29
l567_2,n4763,n4769,220,15.86037537,3.161536618,2,1.29
l722_2,n4594,n4769,220,4.484019541,0.893824493,2,1.29
l932_2,n4595,n4774,220,3.024534079,0.602897159,2,1.29
l603_2,n4771,n4775,220,3.459183779,0.689538295,2,1.29
l723_2,n4769,n4775,220,10.17021423,2.027285228,2,1.29
l933_2,n4774,n4775,220,2.307187583,0.459904502,2,1.29
l934_2,n4775,n4789,220,5.181179612,1.032793278,2,1.29
l669_2,n4601,n4798,220,10.88297692,2.169364169,2,1.29
l829_2,n4600,n4798,220,4.419158548,0.880895392,2,1.29
l1156_2,n4600,n4799,220,8.211814374,1.63690652,2,1.29
l650_2,n4587,n4847,220,18.44321198,3.67638777,2,1.29
l6688_2,n4617,n4847,220,7.171112088,1.429457559,2,1.29
l899_2,n5544,n5546,220,10.44395166,2.081850829,2,1.29
l726_2,n5544,n5549,220,17.53182128,3.494715205,2,1.29
l7493_2,n5549,n5551,220,12.50458001,2.49260731,2,1.29
l602_2,n5653,n5655,220,2.639027293,0.526051952,2,1.29
l569_2,n5651,n5657,220,17.50429408,3.489228055,2,1.29
l714_2,n5656,n5657,220,13.79997176,2.750824935,2,1.29
l706_2,n4590,n5663,220,12.6441681,2.52043218,2,1.29
l716_2,n5663,n5666,220,9.032805643,1.800559264,2,1.29
l863_2,n5664,n5672,220,8.619664414,1.718205531,2,1.29
l865_2,n5646,n5672,220,5.763953336,1.148960798,2,1.29
l718_2,n5672,n5674,220,9.250635723,1.843980543,2,1.29
l6463_2,n5674,n5676,220,9.475214749,1.888747126,2,1.29
l6630_2,n5674,n5678,220,17.12398974,3.413419881,2,1.29
l725_2,n5674,n5687,220,11.90052816,2.372198305,2,1.29
l719_2,n5678,n5696,220,16.50229687,3.289494394,2,1.29
l717_2,n5666,n5710,220,19.82305214,3.951438965,2,1.29
l11476_2,n5676,n5710,220,9.38027706,1.86982267,2,1.29
l658_2,n5684,n5714,220,5.474672488,1.091296842,2,1.29
l1052_2,n4636,n6839,220,2.790781383,0.556301937,2,1.29
l552_2,n4631,n6839,220,2.863771213,0.570851405,2,1.29
l680_2,n4676,n6841,220,11.12674846,2.217956504,2,1.29
l9621_2,n4584,n6843,220,5.994978009,1.195012228,2,1.29
l9620_2,n4661,n6843,220,2.07805766,0.414230763,2,1.29
l712_2,n4756,n6848,220,9.96836565,1.987049631,2,1.29
l9600_2,n4720,n6851,220,3.896740462,0.776758896,2,1.29
l9599_2,n4587,n6851,220,5.249152293,1.04634265,2,1.29
l9614_2,n4603,n6854,220,3.348101943,0.667395736,2,1.29
l9615_2,n4793,n6854,220,6.737669304,1.343057004,2,1.29
l554_2,n5651,n7264,220,2.247600298,0.448026638,2,1.29
l557_2,n4719,n7266,220,2.772035006,0.552565117,2,1.29
l9618_2,n4610,n7268,220,7.920789964,1.578895009,2,1.29
l9617_2,n4605,n7268,220,2.291581356,0.456793626,2,1.29
l691_2,n6846,n7270,220,14.08304658,2.807251811,2,1.29
l9602_2,n4545,n7610,220,21.29559529,4.244969161,2,1.29
l9312_2,n5537,n7610,220,2.522562293,0.502836337,2,1.29
l9603_2,n4533,n7610,220,14.96400407,2.982857954,2,1.29
l683_2,n3469,n7649,220,1.975810429,0.393849255,2,1.29
l848_2,n3458,n7649,220,19.33748301,3.854647776,2,1.29
l998_2,n3468,n7649,220,1.908923272,0.380516267,2,1.29
l667_2,n4610,n7652,220,4.672714339,0.931438074,2,1.29
l881_2,n4505,n7720,220,48.40939788,9.649713864,2,1.29
l7309_2,n5546,n7720,220,6.425662968,1.28086305,2,1.29
l6935_2,n6839,n7723,220,5.415966286,1.079594609,2,1.29
l900_2,n5553,n7726,220,3.480985514,0.693884156,2,1.29
l977_2,n5535,n7726,220,9.011921196,1.796396252,2,1.29
l398_2,n5696,n7729,220,5.79872117,1.155891263,2,1.29
l1036_2,n4678,n7795,220,2.260073558,0.450513002,2,1.29
l535_2,n4685,n7795,220,5.519452654,1.10022312,2,1.29
l695_2,n4683,n7795,220,3.71186444,0.739906533,2,1.29
l927_2,n4787,n7823,220,10.08241331,2.009783385,2,1.29
l887_2,n4599,n7823,220,3.84460552,0.766366549,2,1.29
l1015_2,n4580,n7823,220,3.839534643,0.765355743,2,1.29
l565_2,n4748,n7852,220,10.62825356,2.118588749,2,1.29
l860_2,n4644,n7872,220,3.747062695,0.746922796,2,1.29
l1025_2,n5666,n7879,220,4.423967953,0.881854077,2,1.29
l570_2,n5662,n7879,220,4.320557993,0.861240796,2,1.29
l1043_2,n4755,n7884,220,2.719477769,0.542088592,2,1.29
l711_2,n4589,n7884,220,2.989645436,0.595942612,2,1.29
l946_2,n4744,n7884,220,8.836691286,1.761466702,2,1.29
l689_2,n4720,n7888,220,4.487039042,0.894426387,2,1.29
l559_2,n4520,n7892,220,9.129091808,1.81975252,2,1.29
l560_2,n4513,n7892,220,15.69374615,3.128321491,2,1.29
l987_2,n4524,n7892,220,2.271186933,0.452728292,2,1.29
l914_2,n5546,n7901,220,23.05497548,4.595676175,2,1.29
l974_2,n5535,n7901,220,18.1350035,3.614950865,2,1.29
l693_2,n4500,n7910,220,44.37969293,8.846450418,2,1.29
l833_2,n4735,n7910,220,2.04343218,0.407328674,2,1.29
l1024_2,n4761,n7938,220,4.744683933,0.945784173,2,1.29
l705_2,n4593,n7938,220,3.638297718,0.72524207,2,1.29
l710_2,n4763,n7938,220,7.089992558,1.413287553,2,1.29
l1026_2,n5657,n7952,220,4.701499643,0.937176009,2,1.29
l713_2,n5644,n7952,220,4.210755454,0.839353247,2,1.29
l941_2,n3505,n7975,220,2.830852556,0.564289546,2,1.29
l688_2,n3466,n7975,220,5.784255536,1.153007748,2,1.29
l1012_2,n3471,n7975,220,3.494264478,0.696531125,2,1.29
l684_2,n3303,n7984,220,15.95160026,3.179720983,2,1.29
l990_2,n3318,n7984,220,7.304518463,1.456050192,2,1.29
l575_2,n4545,n7989,220,23.26857704,4.63825456,2,1.29
l728_2,n5540,n7989,220,6.533289242,1.302316793,2,1.29
l978_2,n7726,n7989,220,2.437728206,0.485925888,2,1.29
l1035_2,n4683,n7996,220,2.313348551,0.461132602,2,1.29
l891_2,n4685,n7996,220,8.442787908,1.682947756,2,1.29
l832_2,n4680,n7996,220,2.933483137,0.584747469,2,1.29
l894_2,n4515,n8016,220,3.04031696,0.606043248,2,1.29
l520_2,n5683,n8043,220,3.829213558,0.763298384,2,1.29
l571_2,n5678,n8043,220,5.966793402,1.189394034,2,1.29
l970_2,n5684,n8043,220,2.136486459,0.4258777,2,1.29
l654_2,n3489,n8045,220,13.79172716,2.749181494,2,1.29
l534_2,n4702,n8055,220,5.566678927,1.109636995,2,1.29
l1027_2,n5645,n8060,220,3.230048103,0.643863409,2,1.29
l568_2,n7879,n8060,220,9.447423748,1.883207392,2,1.29
l969_2,n7952,n8060,220,5.504784196,1.097299175,2,1.29
l744_2,n3493,n3497,380,3.54461917,0.432270631,2,2.58
l746_2,n3306,n3308,380,7.747710373,0.944842728,2,2.58
l835_2,n3306,n3309,380,2.570221971,0.313441704,2,2.58
l745_2,n3496,n3497,380,5.051295405,0.616011635,2,2.58
l747_2,n3305,n3312,380,8.398318988,1.024185243,2,2.58
l579_2,n3314,n3315,380,5.665309979,0.690891461,2,2.58
l827_2,n3313,n3315,380,2.624076296,0.320009304,2,2.58
l748_2,n3319,n3322,380,14.01163108,1.708735498,2,2.58
l963_2,n3322,n3324,380,6.305688318,0.76898638,2,2.58
l6683_2,n3453,n3457,380,3.180056661,0.387811788,2,2.58
l660_2,n3472,n3473,380,7.938295655,0.968084836,2,2.58
l731_2,n3461,n3477,380,27.31587333,3.331204065,2,2.58
l577_2,n3477,n3478,380,9.77431202,1.191989271,2,2.58
l742_2,n3476,n3485,380,6.674750088,0.813993913,2,2.58
l7213_2,n3480,n3486,380,5.374218088,0.65539245,2,2.58
l741_2,n3476,n3493,380,9.071608368,1.106293703,2,2.58
l740_2,n3476,n3495,380,4.175926139,0.509259285,2,2.58
l636_2,n3306,n3501,380,11.41956194,1.392629505,2,2.58
l663_2,n3500,n3501,380,8.99779948,1.09729262,2,2.58
l844_2,n3501,n3502,380,3.514120157,0.428551239,2,2.58
l546_2,n3480,n3503,380,2.147335588,0.261870194,2,2.58
l1000_2,n3484,n3503,380,1.867590664,0.227754959,2,2.58
l736_2,n3490,n3520,380,19.75139161,2.408706295,2,2.58
l7185_2,n3459,n3735,380,6.880507739,0.83908631,2,2.58
l3309_2,n3461,n3827,380,4.772886154,0.582059287,2,2.58
l799_2,n4502,n4506,380,23.84928071,2.908448867,2,2.58
l800_2,n4504,n4506,380,11.70054782,1.426896076,2,2.58
l777_2,n4499,n4509,380,10.62694311,1.295968672,2,2.58
l808_2,n4509,n4510,380,18.80482416,2.293271239,2,2.58
l580_2,n3324,n4512,380,20.2528658,2.469861683,2,2.58
l809_2,n4510,n4512,380,9.489697707,1.157280208,2,2.58
l769_2,n4499,n4516,380,14.18823607,1.730272692,2,2.58
l180_2,n4494,n4521,380,20.44591344,2.493404078,2,2.58
l6526_2,n4534,n4536,380,24.920054,3.039030976,2,2.58
l982_2,n4536,n4537,380,12.60864743,1.537639931,2,2.58
l940_2,n4525,n4539,380,14.39397969,1.755363377,2,2.58
l591_2,n4537,n4539,380,22.84929749,2.786499694,2,2.58
l812_2,n4521,n4539,380,17.69151804,2.1575022,2,2.58
l816_2,n4539,n4540,380,27.68582432,3.376320039,2,2.58
l817_2,n4537,n4540,380,11.71127751,1.428204574,2,2.58
l880_2,n4540,n4547,380,10.84554522,1.322627466,2,2.58
l814_2,n4507,n4548,380,8.06844215,0.98395636,2,2.58
l815_2,n4539,n4548,380,22.54932297,2.749917435,2,2.58
l895_2,n4547,n4548,380,5.039434584,0.614565193,2,2.58
l590_2,n4507,n4549,380,11.68212917,1.424649898,2,2.58
l9291_2,n4498,n4551,380,2.487371881,0.303338034,2,2.58
l6480_2,n4528,n4551,380,4.486652403,0.547152732,2,2.58
l846_2,n4546,n4552,380,4.307858564,0.525348605,2,2.58
l5600_2,n4544,n4552,380,3.355073988,0.409155364,2,2.58
l11442_2,n4542,n4552,380,6.243429146,0.761393798,2,2.58
l942_2,n4525,n4553,380,9.504682438,1.159107614,2,2.58
l943_2,n4496,n4553,380,2.150709535,0.262281651,2,2.58
l961_2,n4518,n4553,380,20.81742055,2.538709823,2,2.58
l6696_2,n4516,n4554,380,10.3350363,1.260370281,2,2.58
l918_2,n4540,n4555,380,3.769665711,0.459715331,2,2.58
l916_2,n4540,n4555,380,4.753384815,0.579681075,2,2.58
l917_2,n4540,n4555,380,4.175490284,0.509206132,2,2.58
l919_2,n4547,n4556,380,4.087012848,0.498416201,2,2.58
l921_2,n4548,n4557,380,4.223609825,0.515074369,2,2.58
l920_2,n4548,n4557,380,3.941818028,0.480709516,2,2.58
l875_2,n4518,n4561,380,13.49827066,1.646130568,2,2.58
l783_2,n4502,n4561,380,8.432102964,1.02830524,2,2.58
l6695_2,n4497,n4561,380,2.379001154,0.290122092,2,2.58
l905_2,n4549,n4569,380,5.437641954,0.663127068,2,2.58
l6481_2,n4544,n4576,380,5.886947069,0.717920374,2,2.58
l752_2,n4602,n4604,380,13.47734597,1.643578777,2,2.58
l902_2,n4613,n4615,380,3.959861995,0.482909999,2,2.58
l756_2,n4619,n4620,380,3.80015399,0.463433413,2,2.58
l671_2,n4625,n4627,380,3.221704907,0.392890842,2,2.58
l760_2,n4604,n4627,380,12.96630429,1.581256621,2,2.58
l758_2,n4627,n4628,380,5.04358194,0.615070968,2,2.58
l763_2,n4628,n4630,380,3.905363436,0.476263834,2,2.58
l525_2,n4635,n4637,380,3.66299133,0.44670626,2,2.58
l762_2,n4630,n4651,380,5.612534626,0.684455442,2,2.58
l766_2,n4653,n4658,380,4.92247839,0.600302243,2,2.58
l751_2,n4613,n4658,380,8.552873911,1.043033404,2,2.58
l765_2,n4657,n4660,380,3.175065434,0.387203102,2,2.58
l764_2,n4639,n4664,380,3.730991689,0.454998986,2,2.58
l840_2,n4647,n4677,380,1.59876508,0.194971351,2,2.58
l948_2,n4621,n4681,380,12.87146332,1.569690649,2,2.58
l749_2,n4647,n4690,380,2.737101704,0.333792891,2,2.58
l604_2,n4705,n4707,380,4.392662735,0.535690578,2,2.58
l729_2,n3483,n4708,380,16.34617365,1.993435811,2,2.58
l952_2,n4619,n4718,380,3.605828149,0.43973514,2,2.58
l898_2,n4619,n4726,380,3.75032847,0.45735713,2,2.58
l768_2,n4693,n4728,380,15.47281279,1.886928389,2,2.58
l750_2,n4728,n4731,380,8.646920884,1.054502547,2,2.58
l584_2,n4737,n4740,380,8.046066299,0.981227597,2,2.58
l781_2,n4715,n4740,380,8.903973748,1.085850457,2,2.58
l779_2,n4737,n4741,380,6.484064559,0.79073958,2,2.58
l549_2,n4591,n4743,380,5.961948479,0.727066888,2,2.58
l544_2,n4743,n4751,380,9.187651635,1.120445321,2,2.58
l884_2,n4745,n4751,380,2.936686817,0.358132539,2,2.58
l538_2,n4745,n4754,380,10.15269763,1.238133857,2,2.58
l837_2,n4758,n4759,380,2.927740784,0.357041559,2,2.58
l774_2,n4760,n4765,380,8.885095068,1.083548179,2,2.58
l583_2,n4765,n4766,380,11.75330293,1.433329626,2,2.58
l776_2,n4757,n4766,380,4.357459545,0.531397506,2,2.58
l795_2,n4592,n4770,380,12.07440293,1.472488162,2,2.58
l796_2,n4770,n4772,380,6.864242134,0.837102699,2,2.58
l801_2,n4504,n4773,380,6.501874945,0.792911579,2,2.58
l794_2,n4773,n4776,380,8.151138676,0.994041302,2,2.58
l775_2,n4757,n4777,380,9.351886768,1.140473996,2,2.58
l7480_2,n4759,n4777,380,3.149855817,0.384128758,2,2.58
l826_2,n4705,n4778,380,4.108926777,0.501088631,2,2.58
l533_2,n4741,n4780,380,12.66175135,1.544116019,2,2.58
l938_2,n4729,n4782,380,3.579197718,0.436487527,2,2.58
l7497_2,n4554,n4783,380,2.873230526,0.350393967,2,2.58
l581_2,n4727,n4784,380,3.497262841,0.426495469,2,2.58
l767_2,n4681,n4784,380,11.99165996,1.462397556,2,2.58
l924_2,n4625,n4786,380,4.101110975,0.500135485,2,2.58
l861_2,n4747,n4790,380,4.09110823,0.498915638,2,2.58
l588_2,n4780,n4791,380,6.473595995,0.789462926,2,2.58
l964_2,n4592,n4791,380,5.583259509,0.680885306,2,2.58
l4305_2,n4694,n4842,380,7.716368608,0.941020562,2,2.58
l4864_2,n4825,n4845,380,8.572788942,1.045462066,2,2.58
l770_2,n3488,n4846,380,2.137377984,0.260655852,2,2.58
l6687_2,n4588,n4848,380,15.2297418,1.857285585,2,2.58
l853_2,n3475,n4852,380,10.3007723,1.256191744,2,2.58
l7251_2,n4714,n4852,380,9.327063166,1.137446728,2,2.58
l690_2,n4712,n4852,380,3.708107233,0.452208199,2,2.58
l968_2,n4597,n4854,380,10.41947418,1.270667583,2,2.58
l842_2,n5542,n5545,380,3.699794206,0.451194415,2,2.58
l819_2,n5545,n5547,380,8.780862015,1.070836831,2,2.58
l975_2,n5550,n5552,380,12.77448077,1.557863509,2,2.58
l960_2,n4506,n5556,380,14.10849815,1.720548554,2,2.58
l906_2,n5541,n5559,380,3.733131523,0.455259942,2,2.58
l11463_2,n5654,n5658,380,7.497516103,0.914331232,2,2.58
l788_2,n5650,n5658,380,13.93535747,1.699433838,2,2.58
l789_2,n5658,n5661,380,4.565729707,0.556796306,2,2.58
l787_2,n4591,n5667,380,19.56678596,2.38619341,2,2.58
l6805_2,n5667,n5671,380,11.16933654,1.362114212,2,2.58
l797_2,n4776,n5673,380,21.53746237,2.626519802,2,2.58
l7306_2,n5671,n5677,380,6.031937194,0.735602097,2,2.58
l792_2,n5668,n5679,380,13.16161028,1.605074424,2,2.58
l805_2,n5677,n5682,380,8.463973892,1.032191938,2,2.58
l806_2,n5681,n5682,380,7.28160579,0.888000706,2,2.58
l803_2,n5682,n5685,380,5.231775129,0.638021357,2,2.58
l959_2,n5534,n5685,380,17.53016358,2.137824826,2,2.58
l807_2,n5685,n5686,380,4.685085771,0.571351923,2,2.58
l793_2,n5673,n5686,380,7.084382177,0.863949046,2,2.58
l896_2,n5688,n5690,380,2.870814679,0.350099351,2,2.58
l871_2,n5650,n5692,380,5.202294875,0.634426204,2,2.58
l6917_2,n5671,n5694,380,8.852240198,1.079541488,2,2.58
l804_2,n5677,n5697,380,2.352428733,0.286881553,2,2.58
l4313_2,n5650,n5702,380,6.755907254,0.823891129,2,2.58
l664_2,n5692,n5733,380,1.571555683,0.191653132,2,2.58
l6911_2,n5606,n5734,380,7.728647828,0.942518028,2,2.58
l312_2,n5679,n5734,380,16.24799377,1.981462655,2,2.58
l7483_2,n4591,n5738,380,7.990992561,0.974511288,2,2.58
l9656_2,n3478,n6853,380,2.73269471,0.333255452,2,2.58
l632_2,n4710,n6845,380,2.666160587,0.325141535,2,2.58
l9640_2,n4591,n6849,380,5.173087899,0.630864378,2,2.58
l9639_2,n4592,n6849,380,14.35819878,1.750999851,2,2.58
l7487_2,n4723,n6852,380,3.125015396,0.381099439,2,2.58
l11450_2,n3512,n6853,380,14.17008332,1.728058941,2,2.58
l7490_2,n3483,n7151,380,4.051382348,0.494071018,2,2.58
l9492_2,n4734,n7261,380,1.990005777,0.242683631,2,2.58
l9637_2,n4597,n7261,380,8.758150204,1.068067098,2,2.58
l9634_2,n4708,n7267,380,4.274440631,0.521273248,2,2.58
l9633_2,n4588,n7267,380,6.793595584,0.828487266,2,2.58
l754_2,n4607,n7269,380,7.875116325,0.96038004,2,2.58
l9642_2,n4537,n7272,380,36.1026745,4.402765182,2,2.58
l9643_2,n4506,n7272,380,6.330748093,0.77204245,2,2.58
l11009_2,n3457,n7273,380,5.989637453,0.730443592,2,2.58
l730_2,n3739,n7273,380,4.28087974,0.522058505,2,2.58
